Campaign_Name,Channel,Spend,Impressions,Clicks,Conversions,Revenue,Start_Date,End_Date,Campaign_Type,Region
"Hurst, James and Mora",Search Engine,1104.69,47348,2181,510,33020.86,2024-01-20,2024-03-24,Conversion,South America
"Sandoval, Oconnor and Shelton",Social Media,2777.47,158398,5889,737,46308.68,2023-02-22,2023-08-10,Retargeting,South America
Adams-Frederick,Social Media,2919.62,229758,7267,681,37484.48,2022-04-26,2023-06-14,Retargeting,Asia
Cantrell PLC,Social Media,2994.43,153065,10442,2197,82273.79,2022-05-09,2024-02-13,Retargeting,Europe
Jackson-Williams,Search Engine,3713.17,152604,16456,1680,76195.85,2023-11-16,2024-10-22,Conversion,India
Cowan Inc,Search Engine,1795.14,100813,4779,1177,65004.76,2024-11-11,2024-12-18,Awareness,South America
"Rogers, Mcdaniel and Bryant",Email,218.79,6330,812,133,8893.19,2023-10-04,2024-11-08,Awareness,North America
Cabrera Ltd,Email,1007.34,49177,2752,578,49269.44,2022-06-14,2024-11-20,Conversion,Europe
"Mccoy, Willis and Gutierrez",Radio,2552.04,188725,5390,188,8818.83,2023-01-21,2023-06-11,Conversion,Asia
"Haynes, Mitchell and Rich",TV,3233.08,203379,4603,311,20857.77,2022-09-03,2024-04-15,Conversion,India
Evans LLC,Email,688.36,25976,2782,850,15688.51,2023-01-24,2023-05-11,Conversion,India
"Price, Patterson and Baird",TV,2538.7,194788,10733,518,13478.11,2021-12-24,2022-01-11,Conversion,Asia
Yu LLC,Email,902.17,30798,2979,533,28323.79,2023-12-19,2024-04-03,Conversion,South America
"Quinn, West and Horn",Search Engine,1510.6,75026,4488,663,27692.45,2022-09-20,2024-08-29,Conversion,India
Caldwell Group,TV,1370.37,118752,3486,83,5844.63,2023-07-06,2023-10-24,Awareness,Asia
Marshall Inc,Email,541.86,28891,4068,476,39645.68,2022-11-07,2023-08-28,Conversion,North America
Osborne PLC,Search Engine,2560.69,109168,8033,1793,129464.35,2024-10-31,2024-11-01,Conversion,India
Miller Group,Social Media,578.47,25609,834,61,941.3,2024-02-11,2024-06-27,Awareness,South America
"Jones, Reed and Frank",TV,2853.17,154447,6110,315,24196.98,2024-01-04,2024-05-12,Conversion,South America
"Burton, Barnes and Farley",Email,682.82,24381,1715,371,10179.79,2023-06-08,2023-11-24,Awareness,India
Charles-Phillips,Search Engine,2664.69,124107,10984,1170,75208.6,2023-09-10,2024-04-15,Awareness,India
Mueller LLC,TV,4220.01,210859,5111,298,26413.2,2023-09-19,2024-05-23,Retargeting,Asia
Cruz-Barber,Social Media,902.02,52265,4135,581,8913.77,2024-05-16,2024-10-25,Retargeting,Asia
Bates Group,Search Engine,1221.95,63655,5496,932,95295.99,2024-04-30,2024-10-22,Retargeting,Europe
Mueller Ltd,Radio,1248.1,87107,2260,165,13252.82,2022-07-01,2024-04-04,Retargeting,South America
Wilson PLC,TV,3650.9,279869,10863,408,35743.57,2023-09-21,2024-06-15,Awareness,Asia
Stephens-Silva,Radio,3202.36,212784,9486,356,6503.38,2022-01-14,2024-04-05,Retargeting,Europe
Rios LLC,Social Media,2673.24,139195,14753,2806,178590.64,2024-01-07,2024-06-11,Conversion,North America
"Phillips, Hammond and Jenkins",Social Media,1793.86,85275,6152,544,19435.57,2022-09-25,2024-04-12,Conversion,Asia
Lee and Sons,TV,2393.68,135316,4422,313,26437.89,2024-11-01,2024-11-06,Retargeting,Asia
Miller Group,Social Media,2985.48,215973,7928,1262,34005.36,2023-12-09,2024-01-23,Conversion,Asia
Smith-Anderson,TV,4658.65,270184,4036,369,26164.91,2021-12-20,2022-05-20,Retargeting,South America
"Garcia, Erickson and Floyd",Search Engine,3843.29,287854,21281,2483,200185.95,2023-10-24,2024-03-09,Conversion,India
"Sosa, Chambers and Guzman",Social Media,1942.92,81518,6211,429,18267.29,2023-03-05,2024-02-29,Awareness,Europe
Odom-Brooks,Search Engine,3199.27,144799,8702,1671,54566.13,2024-03-14,2024-11-27,Conversion,India
Brown Group,Email,520.79,19375,2137,394,34394.41,2024-02-05,2024-04-17,Awareness,North America
Strong Group,Social Media,1308.24,108423,4594,593,32288.04,2022-03-19,2023-08-05,Conversion,South America
"Conner, Massey and Peterson",Email,364.38,10367,1521,168,13152.27,2023-12-22,2024-04-16,Awareness,Europe
Cook PLC,Search Engine,1195.46,56885,4210,884,66246.19,2022-08-05,2023-05-01,Conversion,India
Braun and Sons,Social Media,2450.18,92993,4849,786,70234.91,2023-02-06,2024-01-05,Retargeting,Asia
Rodriguez-Smith,Social Media,519.05,27124,2802,266,13609.01,2022-05-31,2023-04-24,Retargeting,South America
"Mason, Anderson and Garcia",Email,640.14,21630,2619,331,9661.02,2024-08-19,2024-11-05,Awareness,North America
Meyer-Anderson,Social Media,2171.74,139426,11053,1416,14953.7,2024-06-07,2024-09-06,Awareness,Europe
Smith Group,Radio,1460.38,100900,3344,282,21659.86,2024-03-21,2024-07-05,Retargeting,Europe
"Ramos, Wright and Jensen",Social Media,559.57,26018,1982,189,6984.49,2022-07-31,2023-01-04,Retargeting,North America
Hernandez-Brown,Email,335.74,16944,2172,457,20715.48,2021-12-05,2024-10-30,Conversion,South America
"Cook, Rose and Mccarthy",Radio,2710.56,137796,3187,160,4739.31,2023-11-10,2024-04-25,Conversion,Europe
Crawford-Houston,Email,788.06,34951,3042,671,51415.34,2022-12-28,2024-09-02,Retargeting,North America
"Morris, Jackson and Malone",Radio,4734.65,339662,12033,613,26384.51,2022-11-08,2024-08-15,Conversion,Europe
"Moyer, Davis and Jones",Email,857.11,53352,2444,755,64592.65,2022-05-06,2022-11-19,Conversion,Asia
"Long, Price and Ryan",Radio,2059.89,160970,6836,422,18680.87,2023-09-27,2024-11-08,Retargeting,South America
Thomas-Hall,Email,595.45,34618,3358,819,34715.54,2022-09-26,2024-07-21,Retargeting,Europe
"Mullen, House and Sampson",Search Engine,2661.88,125076,17706,3621,356595.27,2024-11-08,2024-11-18,Awareness,North America
Perkins Ltd,Social Media,1101.51,86612,7595,1106,84779.43,2021-12-24,2022-03-05,Conversion,South America
Meyer-Valdez,Email,343.43,11021,647,97,6688.33,2022-04-17,2023-08-30,Awareness,South America
Parker-Walton,TV,2456.05,165382,3873,447,39600.76,2023-06-04,2024-06-26,Retargeting,South America
Wiley-Lane,Social Media,1424.77,59205,5108,636,19898.9,2023-10-13,2024-12-16,Retargeting,India
"Payne, Lee and Griffin",Search Engine,2201.13,122120,7897,1603,64751.46,2022-06-15,2024-07-02,Retargeting,Asia
"Davis, Compton and Cuevas",Email,697.25,25874,1108,244,11139.27,2023-09-16,2024-02-03,Conversion,South America
"Thomas, White and Gardner",Search Engine,3063.16,211918,13796,2341,50477.53,2024-02-03,2024-07-17,Awareness,North America
Gomez-Patterson,TV,4376.35,316526,3218,195,12932.8,2022-07-10,2022-08-15,Retargeting,India
"Reid, Young and Ramirez",Email,540.27,24351,3060,590,50546.96,2023-04-30,2024-10-23,Awareness,North America
Davis-Sutton,Email,996.26,32735,3335,387,14139.59,2023-10-16,2024-03-23,Conversion,India
Garza Ltd,Search Engine,2353.79,157923,6386,1303,18044.23,2024-07-07,2024-08-22,Awareness,South America
"Flowers, Jones and White",TV,4371.25,340523,11654,260,18478.58,2024-07-24,2024-10-01,Conversion,South America
Shaw Ltd,Search Engine,2868.92,105004,6786,1475,26557.57,2023-10-18,2024-11-27,Awareness,North America
"Shea, Murray and Hayes",Radio,2365.02,263574,5407,693,63531.17,2023-11-25,2024-01-12,Awareness,North America
Bell-Allen,Search Engine,1698.13,92584,6915,1366,82183.77,2022-08-08,2024-06-16,Conversion,South America
"Smith, Owens and Garcia",Radio,5041.24,120493,4865,455,6593.36,2024-02-03,2024-10-22,Awareness,North America
Schwartz Ltd,Radio,4387.7,306028,18646,1073,61078.04,2023-03-21,2023-12-09,Retargeting,Asia
Taylor and Sons,Email,958.47,37420,2229,324,31034.1,2024-11-08,2024-12-16,Retargeting,Europe
Curry Group,Search Engine,1525.48,113667,7152,1662,124575.47,2022-07-16,2023-11-21,Conversion,North America
"Wilson, Bennett and Bass",TV,3704.73,248652,11812,912,62831.96,2024-02-12,2024-11-25,Conversion,India
Melton PLC,Email,911.93,50990,4926,1004,29776.04,2022-05-11,2023-10-16,Awareness,Europe
Olson Inc,Radio,2653.29,287773,6762,356,8365.3,2023-05-16,2024-06-19,Awareness,South America
Drake-Bennett,Social Media,750.88,45028,3133,250,22887.26,2022-10-17,2023-03-17,Conversion,South America
Davila LLC,Social Media,1245.63,83253,2626,233,19678.12,2024-07-09,2024-11-03,Awareness,South America
Lynch Group,TV,3282.24,221120,8051,429,7034.64,2024-05-21,2024-05-30,Retargeting,Europe
Lopez Ltd,Radio,4686.99,301975,6569,310,25341.03,2024-09-30,2024-12-01,Conversion,Europe
Bauer Inc,Search Engine,1936.06,106364,5912,1425,74846.8,2024-01-23,2024-02-07,Retargeting,India
"Wall, Vargas and Black",TV,4244.32,357487,2839,114,4769.82,2022-12-02,2023-11-11,Conversion,India
"Gonzales, Moreno and Vaughn",Search Engine,1557.55,96028,9602,2446,180882.79,2023-11-10,2023-12-10,Awareness,South America
Horton Ltd,TV,4682.66,428821,18839,1771,90015.16,2023-03-08,2024-10-21,Conversion,Europe
"Richmond, Moore and Anderson",Search Engine,2137.58,123414,10839,2417,105088.74,2023-05-06,2023-11-26,Awareness,South America
"Gonzalez, Garcia and Moore",Search Engine,1988.17,122413,6625,1587,125262.75,2022-02-15,2023-06-22,Awareness,Europe
"Lee, Ross and Matthews",TV,3264.89,134086,2967,155,10183.73,2022-07-26,2023-03-18,Retargeting,India
Fowler Group,Search Engine,1461.14,103729,4410,995,37828.31,2024-09-18,2024-11-29,Conversion,North America
"Clark, Davis and Hines",Search Engine,2596.89,130168,14017,2072,189346.45,2024-06-15,2024-07-27,Retargeting,India
"White, Mclaughlin and Fry",Social Media,1951.43,78362,8225,1134,16811.9,2023-06-17,2024-04-10,Awareness,Asia
Park Ltd,Social Media,1487.08,49881,3511,323,4627.84,2023-02-01,2023-05-13,Retargeting,South America
Wells-Holland,Social Media,2575.65,142031,5170,606,18585.99,2023-06-27,2024-03-19,Conversion,North America
Lester-Hardin,TV,4563.99,382707,7331,304,25714.63,2023-06-18,2023-12-21,Awareness,South America
Sharp-Barber,Social Media,2982.88,174181,12445,749,8486.7,2024-09-11,2024-10-27,Retargeting,Europe
"Hernandez, Walters and Sanders",TV,2313.79,215736,9087,864,10515.1,2022-04-15,2023-06-22,Retargeting,Europe
Daniel LLC,Email,999.44,64223,9378,1860,165740.31,2023-06-07,2024-10-08,Retargeting,Asia
Schwartz-Mcclain,Search Engine,1027.48,52040,6544,709,23759.66,2024-10-15,2024-12-16,Retargeting,India
"Kaufman, Bennett and Martin",Search Engine,17232.52,240514,20676,2145,8721.08,2023-09-11,2024-04-19,Retargeting,South America
Singh Group,Radio,2309.89,138081,1549,94,6649.32,2024-05-06,2024-12-16,Awareness,North America
Gates Ltd,TV,4170.04,345735,11769,1013,46665.1,2023-03-30,2024-05-21,Retargeting,South America
Howe-Edwards,TV,4244.99,275981,8062,767,87305.74,2022-06-24,2024-03-30,Conversion,Asia
"Hughes, Hall and Colon",Search Engine,2186.24,89770,9819,2011,76543.42,2024-11-11,2024-12-08,Retargeting,India
"Scott, Cooper and George",Social Media,2510.33,190831,13693,1465,73898.91,2021-11-29,2024-09-28,Retargeting,North America
"Castillo, Huynh and Obrien",Email,635.61,25177,2359,563,41276.34,2022-03-15,2022-10-14,Conversion,South America
"Brown, Schultz and Burgess",TV,3916.87,288659,15192,457,21479.19,2024-10-10,2024-12-08,Conversion,South America
Flores-Allen,Search Engine,2112.76,94782,6234,1214,103707.53,2022-10-23,2024-08-12,Retargeting,India
Miller PLC,Social Media,1451.99,102643,6908,1211,48768.75,2022-10-21,2024-05-03,Awareness,Asia
Murray LLC,Email,1054.08,30035,3925,818,30008.12,2023-03-28,2024-10-14,Retargeting,Asia
Rivas Ltd,Radio,2535.32,142352,2706,97,5612.84,2024-01-13,2024-01-14,Conversion,Europe
Lee LLC,TV,3860.26,153462,2757,193,4337.85,2022-11-30,2024-12-18,Conversion,Europe
Vega and Sons,Search Engine,1331.87,93208,7910,1262,114939.27,2022-07-08,2024-07-18,Retargeting,Asia
"Torres, Andrews and Hays",Social Media,524.33,28170,2587,410,24511.38,2024-09-19,2024-09-25,Retargeting,Europe
"Brown, Lucas and Rivera",Social Media,1684.67,120753,5575,691,23159.81,2022-05-25,2023-03-22,Retargeting,India
Allen-Contreras,Email,818.73,35454,3694,1221,77909.94,2024-06-19,2024-11-18,Retargeting,North America
Kaiser Inc,Social Media,1228.83,78375,7906,454,4437.77,2023-12-03,2024-08-04,Awareness,South America
Salas-Bush,Radio,2512.31,214188,5468,475,24137.7,2023-08-04,2024-11-07,Conversion,Asia
"Price, Hogan and Norris",TV,1831.2,186392,2596,73,5072.78,2023-03-07,2024-04-06,Conversion,Asia
Carrillo and Sons,Radio,2590.17,300741,13780,703,21931.66,2023-07-15,2024-04-12,Conversion,Asia
Reyes Inc,Email,327.7,14358,2187,236,16749.15,2024-05-15,2024-10-23,Awareness,North America
Rivera-Thomas,Radio,1620.45,169851,7394,693,14605.66,2024-01-25,2024-02-03,Retargeting,South America
"Lopez, Ramos and House",Search Engine,3495.62,184997,20406,5129,423522.19,2022-05-11,2024-02-29,Awareness,Asia
Webb LLC,Radio,1368.15,120020,2443,60,965.68,2022-09-08,2024-04-05,Retargeting,North America
Walters Inc,Email,950.06,45278,5350,1274,71873.67,2022-02-05,2024-07-14,Awareness,India
"Benson, Barrett and Moran",TV,3645.24,115770,1711,87,1786.13,2024-05-15,2024-07-26,Conversion,India
Decker Ltd,Social Media,933.34,47967,3602,270,22368.54,2022-11-01,2024-08-14,Conversion,Europe
"Anderson, Johnson and Rogers",Radio,1658.24,169183,4236,122,7286.99,2024-01-25,2024-07-12,Retargeting,North America
Lozano Group,Email,680.18,38490,3052,288,7731.86,2023-02-12,2023-03-19,Awareness,Europe
Anderson Inc,TV,2566.93,200510,3187,281,24329.96,2023-08-15,2024-09-11,Conversion,Europe
Adams LLC,Radio,4411.36,346087,5832,512,25349.06,2022-06-22,2023-04-11,Retargeting,Asia
"Miller, Clark and Ryan",Social Media,1089.58,50473,3473,543,36606.88,2023-02-16,2024-01-02,Awareness,Europe
Hill-Shepherd,Search Engine,2172.5,110761,13449,2543,29369.62,2022-10-18,2023-08-27,Awareness,North America
Harris and Sons,TV,2945.73,208900,6756,227,19041.55,2024-04-15,2024-10-06,Retargeting,Asia
Miller Ltd,Email,760.68,27785,3758,975,22826.77,2024-10-26,2024-11-20,Awareness,Europe
"Young, Griffin and King",TV,2737.46,133667,2251,227,11107.72,2022-11-05,2024-09-09,Conversion,Asia
Harris PLC,Social Media,1211.41,67511,3252,214,7944.76,2021-12-19,2024-11-25,Conversion,Asia
"Stuart, Peterson and Burns",Social Media,2360.81,133386,4637,403,32945.81,2024-05-14,2024-05-30,Retargeting,North America
"Rice, Gonzalez and Lee",Search Engine,1527.43,66003,6900,1356,82142.37,2023-11-21,2024-11-01,Retargeting,Europe
Hernandez and Sons,TV,1567.06,82199,3705,352,5023.04,2023-06-21,2024-10-02,Awareness,Asia
"Hutchinson, Wallace and Morris",Radio,2376.71,160155,5521,326,25283.38,2022-07-25,2024-01-23,Awareness,Asia
Flores-Dixon,Email,302.71,9247,1301,215,2297.13,2023-08-27,2023-11-17,Awareness,India
Harrison Inc,Social Media,1859.95,108963,11347,1721,92881.04,2024-09-10,2024-09-29,Retargeting,Asia
"Underwood, Woods and Mcconnell",TV,4702.44,298024,9053,880,49267.32,2024-08-04,2024-11-17,Retargeting,North America
Jackson-Snyder,Radio,4234.51,306911,3063,228,19092.84,2022-10-27,2022-12-10,Retargeting,India
"Melton, Rocha and Lowe",TV,3562.43,168511,8254,548,32276.48,2024-03-30,2024-04-11,Conversion,South America
Willis Group,TV,3101.26,135363,3528,260,5425.94,2022-09-15,2023-01-06,Conversion,Asia
Vargas and Sons,Search Engine,3372.49,219962,14199,1747,160971.55,2022-12-03,2024-10-08,Awareness,Asia
Williams Ltd,TV,4097.1,214923,6774,183,6124.16,2023-12-24,2024-07-30,Retargeting,South America
"Boyer, Johnson and Castillo",Search Engine,1263.07,62775,5749,982,51763.62,2022-07-18,2024-06-02,Awareness,South America
Powers and Sons,Search Engine,4129.37,219629,22567,2508,77224.3,2024-04-19,2024-12-03,Retargeting,South America
Lewis LLC,Social Media,1094.19,82396,5550,567,26020.52,2022-04-24,2024-02-27,Retargeting,Europe
Payne-Smith,Social Media,2446.65,182003,17805,3249,39829.7,2023-02-02,2024-10-23,Conversion,South America
Bailey-Torres,Search Engine,2002.61,83403,4754,1020,14336.82,2023-08-02,2024-02-08,Retargeting,North America
"Conner, Daugherty and Hernandez",Social Media,699.13,59513,4052,849,51942.99,2024-08-11,2024-12-01,Retargeting,India
Wolfe-Daniel,Search Engine,2692.69,135961,10550,977,31060.26,2022-12-20,2023-05-07,Awareness,Asia
Cain-Hall,Social Media,2738.7,156268,9156,755,68909.8,2023-09-27,2024-07-26,Awareness,South America
Martinez-Hale,Radio,3000.79,239576,8876,385,13145.84,2022-08-03,2024-07-24,Conversion,Europe
"Gill, White and Stewart",Email,385.0,20659,1670,612,44935.12,2024-03-15,2024-06-28,Conversion,Europe
Sharp PLC,Email,456.63,23689,3951,879,41317.27,2024-04-01,2024-09-10,Retargeting,South America
"Sutton, Parker and Burke",TV,2080.22,191259,3915,109,5374.6,2023-04-12,2023-05-10,Awareness,Asia
Davis-Cox,Radio,2874.2,134617,7714,193,8688.24,2022-02-24,2023-03-04,Conversion,North America
"Christensen, Carroll and Patrick",Social Media,1806.13,103391,7540,559,20646.12,2024-06-26,2024-11-02,Retargeting,North America
Stokes Group,Social Media,2825.78,225940,10843,2267,114592.19,2022-06-24,2023-12-21,Conversion,North America
Perez PLC,Search Engine,1063.23,47073,5311,883,51193.75,2023-01-26,2023-05-22,Retargeting,South America
Reed-Sanders,Email,3697.83,29065,2454,562,7936.77,2023-11-06,2024-03-14,Awareness,India
Nguyen PLC,Email,513.62,34393,2806,613,40615.91,2024-08-02,2024-11-03,Awareness,North America
Jones-Rodriguez,Email,1044.67,39248,3672,928,9820.21,2022-05-17,2023-06-02,Awareness,Asia
Hanson-Rogers,Search Engine,2546.35,95841,10038,1668,60995.53,2023-11-12,2024-02-12,Awareness,Europe
"Hubbard, Anderson and Pace",Social Media,1360.27,82660,5395,586,12923.15,2024-02-06,2024-07-28,Awareness,India
Shepherd and Sons,Social Media,2096.25,123672,12271,1212,103128.09,2022-03-14,2023-05-17,Conversion,North America
Hicks-Miles,Social Media,951.34,73028,2462,187,17332.53,2024-03-19,2024-12-12,Awareness,Asia
"Wilson, Bailey and Clark",Email,721.54,37931,3565,415,37358.62,2023-08-07,2024-08-19,Conversion,North America
Irwin-Herrera,Search Engine,3526.39,261694,19946,4833,356455.75,2023-06-07,2024-04-14,Conversion,Asia
Gomez-Miles,TV,3649.8,382622,14733,1349,48490.91,2024-11-02,2024-12-03,Retargeting,North America
Lee Group,TV,2738.93,189235,4578,329,9594.57,2023-12-26,2024-01-13,Awareness,Asia
Clark Group,TV,1923.27,136939,5879,383,27365.99,2022-11-24,2023-07-01,Awareness,Asia
Clark-Hill,Email,291.74,7905,818,111,3545.48,2024-01-05,2024-03-01,Conversion,India
Rogers-Vaughn,Social Media,2413.2,105362,9764,1445,65761.01,2022-02-20,2023-04-22,Awareness,North America
"Campbell, Miller and Carrillo",Search Engine,2912.21,211520,13376,2877,101341.12,2022-11-23,2023-03-01,Conversion,Asia
"Church, Parsons and Bowers",Social Media,1670.1,140843,9034,1270,55635.0,2024-08-24,2024-09-15,Retargeting,Asia
Knight Group,Social Media,2085.52,74600,6866,556,8214.19,2024-10-16,2024-10-29,Awareness,Asia
Bartlett Group,Social Media,1839.61,100138,11627,1974,36191.2,2022-08-16,2023-05-11,Awareness,Asia
Wyatt-Khan,Email,736.64,35921,3235,734,53390.79,2023-04-17,2024-07-27,Conversion,Asia
Patel-Collier,Email,268.59,14795,1583,510,38209.04,2024-09-14,2024-09-24,Awareness,North America
"Park, Barrett and Huber",Email,581.01,23064,2985,343,25814.68,2023-03-30,2024-06-16,Awareness,North America
Mason-Woods,Radio,4358.28,338103,13218,475,43044.71,2023-12-22,2024-09-22,Retargeting,India
Sanford-Stewart,Radio,2832.75,140373,7365,303,20784.08,2023-05-26,2024-08-28,Conversion,India
Martin-Clark,TV,1207.52,97953,4029,291,16556.21,2022-08-04,2024-08-07,Conversion,India
"Romero, Rodgers and Conner",Radio,2980.53,342820,12899,479,40948.73,2024-10-27,2024-12-20,Retargeting,India
Baker Inc,TV,2258.22,112376,1902,202,9143.59,2023-07-26,2024-09-16,Retargeting,Europe
Sanchez-Mills,Radio,1314.91,88080,2695,122,8098.42,2024-04-18,2024-05-08,Conversion,Asia
"Ho, Hebert and Bernard",TV,3329.29,273248,12046,1297,71154.84,2023-06-11,2023-07-02,Conversion,Asia
Kim-Soto,Radio,4163.77,194626,4682,203,5000.37,2024-07-19,2024-09-12,Awareness,South America
Flores-Hernandez,Radio,1695.83,125498,5648,153,11631.13,2024-10-11,2024-11-24,Conversion,India
Hawkins Ltd,Social Media,1775.81,91578,6573,565,46665.73,2023-10-04,2024-05-07,Awareness,India
Reed-Dunn,Social Media,753.96,44032,2458,318,6315.07,2022-10-23,2023-10-21,Awareness,Asia
